Open,High,Low,Close,Volume,sentimentScore
0.007573016073091295,0.007015181899195743,0.016619077385720285,0.007443699588832925,0.002124666457597126,0.39
0.00744188599612099,0.006893569265207381,0.016362545508231532,0.007245993789293394,0.010317363650439147,0.39
0.00725281472234985,0.0068188859879033305,0.01645364050146223,0.007362381008045454,0.001830768721006508,0.39
0.007319396273059581,0.006876412296096991,0.016457305242569213,0.0073268041289509395,0.006531040513448699,0.39
0.007297033004118908,0.0068320060231053924,0.016419087228167827,0.007303933278104465,0.00446123237157696,0.39
0.007279752296301116,0.007216921111246796,0.016396051712638225,0.00732070523539188,0.004934138514328025,0.39
0.007290933930771452,0.006761864296448207,0.016414898952616993,0.007325279405561175,0.0038193350095337953,0.39
0.007296524748006621,0.0067906274505450375,0.016415422487060845,0.007237353690084724,0.00400537599508777,0.39
0.007208088184468508,0.006742184243645108,0.016329039303824837,0.007315114582962738,0.006668514170101874,0.26
0.007285343113536284,0.006762368913186748,0.016392831452274076,0.007335952469289531,0.0036699062890904444,0.26
0.007304656845803229,0.006759845829494042,0.016332180510487963,0.0072917354909863424,0.0036511613748137395,0.26
0.007217236794489691,0.006964719720724913,0.016400888123830556,0.007262257505450887,0.0024470330606186684,0.26
0.007264504612932477,0.0069647202253416505,0.016451546363686814,0.007343576086238354,0.005887958854551654,0.26
0.007313297199712125,0.006964719720724913,0.016407045935959173,0.007289702526466654,0.008845346119435863,0.26
0.007298049516343483,0.0068047567192241806,0.016438981537034304,0.007381694170982479,0.006569161325642963,0.26
0.007351924664246012,0.006964719720724913,0.016409663608178447,0.007319180512002116,0.005070587427053234,0.26
0.00728940916243459,0.006792141300760659,0.016378251541547168,0.00719110374726185,0.005310021017652547,0.33
0.007161328622138009,0.006727555404394807,0.016296056633861997,0.007129606570541326,0.009504080652653204,0.33
0.007099829632551163,0.006611488508363015,0.015964660377970927,0.006901406303206492,0.03606114845572645,0.33
0.006843668551958006,0.0063304169849957275,0.01588403502654843,0.0067845108433245045,0.014996698983214754,0.33
0.006754723732307604,0.006961379662532513,0.015545831775818364,0.0065349644485329615,0.056148513213350584,0.33
0.006505169981174196,0.006712073258239635,0.015693468488985358,0.006586296802655052,0.014321502009369737,0.33
0.006556503848515284,0.006091733267665876,0.015120721807408432,0.006200033543914574,0.06061592793777457,0.33
0.006170229203176397,0.005703191499024578,0.014655823221265551,0.00562063865580386,0.0715945144450677,0.33
0.00548916601271047,0.0054200883886679225,0.014498762888109173,0.005623179861453468,0.06927726148352206,0.25
0.005640118078060009,0.005398389868910664,0.01455635167693318,0.005509333848351011,0.04460276894303977,0.25
0.0054795091465769975,0.00531765119074412,0.014551116332494632,0.005864086157036345,0.029214747823886264,0.25
0.005752442678875657,0.005828132585020353,0.014730489703648094,0.005717204470488978,0.023621599846061325,0.25
0.005689418920951945,0.005206130891526576,0.01360875433355636,0.004705804621944835,0.12307145450912102,0.25
0.00467595623304966,0.004640455527622217,0.013346987111629063,0.005011257541027764,0.11556500230474816,0.25
0.004982942924871616,0.004641464761099298,0.01388308638213617,0.00491062579730327,0.044236563110657344,0.25
0.004904671483579263,0.004441636532637098,0.013445411587073726,0.004705804621944835,0.06100010612843818,0.25
0.004703910319225501,0.004946253271178008,0.01382183285220518,0.005337548346437484,0.03815720858858724,0.12
0.00530263601950077,0.00488065309516769,0.013867903883264384,0.004912658761822959,0.04442393335293167,0.12
0.004881799958526303,0.004946253271178008,0.014017111199762945,0.005468674557957276,0.033970084812000687,0.12
0.005438848657593956,0.004946253271178008,0.014105720451454223,0.005319251665760302,0.0012663557827276998,0.12
0.004227420722211606,0.0047228256317044665,0.013206446384314072,0.005293958029447491,3.746347777782874e-05,0.12
0.004980909900422463,0.004593021554199371,0.014132288777410957,0.005163219605909826,4.5888881857603985e-06,0.12
0.004980909900422463,0.004815264353570822,0.013608754857090802,0.005237937150901872,0.00030094931272271747,0.12
0.004472654296390568,0.005635572351443357,0.013608754857090802,0.006213260519320788,6.0658526851040114e-06,0.15
0.0061482811794794645,0.005600648836202416,0.015334751588141736,0.006178086167201165,3.2349424903891277e-06,0.15
0.005235037956566466,0.004693944901907552,0.013870521555483658,0.0047566287349370025,1.1866084621745905e-05,0.15
0.00538751529850898,0.00500434121780167,0.014551116856029075,0.005577495591008199,1.714862781774743e-05,0.15
0.004930084797449774,0.004391175363399743,0.01407993585655994,0.004959925695146803,2.5157899551100596e-10,0.16
0.00548916601271047,0.004946253271178008,0.014655823221265551,0.005518990429819523,0.0,0.16
0.0061498400009758515,0.005955473123607889,0.015336357268281036,0.006535458967152375,9.463615734512263e-05,0.16
0.0059974226332545864,0.005450870514335657,0.015179357665120147,0.006027231559741202,3.6851339164669064e-05,0.2
0.005997422124998476,0.00545087000971892,0.015179357665120147,0.006027231559741202,3.9349889247350565e-05,0.2
0.005997422124998476,0.00545087000971892,0.0148403858658265,0.005698161691833074,2.6180388873179545e-05,0.2
0.005997422124998476,0.00545087000971892,0.015179357665120147,0.006027231559741202,1.2222949981017022e-05,0.26
0.006149622975615906,0.005601981024392166,0.015336133719073513,0.00617942792378416,6.002923579623348e-06,0.26
0.00564148477874595,0.005097481356934596,0.014812720735209891,0.005671304705804622,7.03390366201534e-07,0.26
0.005997008912779187,0.005739522894966044,0.015178932031617293,0.0063179576838435225,1.5375383796524486e-05,0.26
0.006454852626057682,0.006207795117530286,0.014260554716155331,0.006229003288320111,0.12215431975617058,0.26
0.00619513375267851,0.005703178378989374,0.014969943887578309,0.005874759220764698,0.11750484152587382,0.29
0.005827664583494284,0.005596199630418701,0.015003973626428857,0.00595658604268209,0.06581315109760677,0.29
